,text,Label,preprocess_data
3370,má trọg tài nhìn bén vậy,1.0,má trọg tài nhìn bén vậy
3371,có quốc hội thì chuyển qua vtv2. không có thì qua tv360,0.0,có quốc_hội thì chuyển qua vtv2 không có thì qua tv360
3372,7 tạ nó khôn vãi biết thả con tép bắt con tôm không kiến tạo sau này đói bóng mốc mồm nữa đúng là cáo già có khác,1.0,7 tạ nó khôn vãi biết thả con tép bắt con tôm không kiến_tạo sau_này đói bóng mốc mồm nữa đúng là cáo_già có khác
3373,"vẫn không tin được yamal mới 16 tuổi, thế giới này điên mẹ nó rồi",0.0,vẫn không tin được yamal mới 16 tuổi thế_giới này điên mẹ nó rồi
3374,zlensky đã xem,0.0,zlensky đã xem
3375,mùa này nhiều đội bóng chơi phòng ngự hay quá....,1.0,mùa này nhiều đội bóng chơi phòng_ngự hay quá
3376,quá hay,1.0,quá hay
3377,"rồi kết quả tỉ số nhiêu, cái quan trọng nhất thì không biết",0.0,rồi kết_quả tỉ_số nhiêu cái quan_trọng nhất thì không biết
3378,"nghe bbc bình luận nó từ tốn có kiến thức bao nhiêu, nghe cái đám bình luận viên việt nam bực mình bấy nhiêu. chỉ biết gào rú ""vàooooooooooooooooooo"" với mấy câu bình luận rẻ tiền.",2.0,nghe bbc bình_luận nó từ_tốn có kiến_thức bao_nhiêu nghe cái đám bình_luận_viên việt_nam bực_mình bấy_nhiêu chỉ biết gào rú vàooooooooooooooooooo với mấy câu bình_luận rẻ_tiền
3379,trận này pháp đá lỡ thật,2.0,trận này pháp đá lỡ thật
3380,griezman đá như lukaku nhập vong thế nhĩ. chán vl.,2.0,griezman đá như lukaku nhập vong thế nhĩ chán vl
3381,hunggary cứu tôi phút bù giờ cuối cùng,0.0,hunggary cứu tôi phút bù giờ cuối_cùng
3382,đéo như bán độ.,2.0,đéo như bán_độ
3383,"lukaku đen còn hơn nọ trích, nọ nồi",2.0,lukaku đen còn hơn nọ trích nọ nồi
3384,"13: 00, lukaku đã sút rất đẹp từ đường tạt. đúng ra doku có thể tạt được những pha như thế nhưng cách cậu ta cầm bóng thì khéo nhưng khi tung đường chuyền thường đồng đội rất khó đoán, toàn chệch nhịp di chuyển của đồng đội.",2.0,13 00 lukaku đã sút rất đẹp từ đường tạt đúng_ra doku có_thể tạt được những pha như_thế nhưng cách cậu ta cầm bóng thì khéo nhưng khi tung đường chuyền thường đồng_đội rất khó đoán toàn chệch nhịp di_chuyển của đồng_đội
3385,thắng thế đéo nào được tây ban nhé,2.0,thắng_thế đéo nào được tây ban nhé
3386,"bình luận viên không có tí cảm xúc gì luôn, hay là do tôi trẻ nên tôi không thích phong cách bình luận này?",2.0,bình_luận_viên không có tí cảm_xúc gì luôn hay_là do tôi trẻ nên tôi không thích phong_cách bình_luận này
3387,không phải fan ronaldo hay m10. nhưng xem ronaldo cảm xúc thật sự,1.0,không phải fan ronaldo hay m10 nhưng xem ronaldo cảm_xúc thật_sự
3388,"trận này slovak đá quá thoáng, ukr tận dụng cơ hội kém mà vẫn thắng",2.0,trận này slovak đá quá thoáng ukr tận_dụng cơ_hội kém mà vẫn thắng
3389,. đôi mạnh càng lúc càng xuống cấp,2.0,đôi mạnh càng lúc càng xuống_cấp
3390,sao đội nga không được đá nhỉ,0.0,sao đội nga không được đá nhỉ
3391,hy vọng euro năm nay châu á sẽ có ứng viên lọt vào tới 4 đội mạnh nhất. hahaha,0.0,hy_vọng euro năm nay châu_á sẽ có ứng_viên lọt vào tới 4 đội mạnh nhất hahaha
3392,tuyển pháp đúng kiểu thùng rỗng kêu to,2.0,tuyển pháp đúng kiểu thùng_rỗng_kêu_to
3393,"ronaldo chịu buông bỏ cái tôi lớn, vì tập thể, vì chiến thắng chung. ronaldo đã thực sự trưởng thành rồi mọi người ạ.",1.0,ronaldo chịu buông bỏ cái tôi lớn vì tập_thể vì chiến_thắng chung ronaldo đã thực_sự trưởng_thành rồi mọi người ạ
3394,italya vẫn như hồi nào. muốn italya vẫn tiếp tục tranh nhất nhì ba tư và tạo bất ngờ nhiều hơn nữa,0.0,italya vẫn như hồi nào muốn italya vẫn tiếp_tục tranh nhất nhì ba tư và tạo bất_ngờ nhiều hơn_nữa
3395,girud chân sút vĩ đại nhất nước pháp???,1.0,girud chân sút vĩ_đại nhất nước pháp
3396,xứng tầm trận cầu của 2 đội bóng lớn. tuyến giữa tây ban nhé đá quá tốt. chúc mừng đội bóng xứ đấu bò đã có vé đi tiếp sớm,1.0,xứng tầm trận cầu của 2 đội bóng lớn tuyến giữa tây ban nhé đá quá tốt chúc_mừng đội bóng xứ đấu bò đã có vé đi tiếp sớm
3397,"siuuu goat superman cr7, that cam suc",1.0,siuuu goat superman cr7 that cam suc
3398,vòng cuối sẽ rất khó lường và hấp dẫn,1.0,vòng cuối sẽ rất khó lường và hấp_dẫn
3399,"tv360 có ông bình luận viên nào cứ đọc sai tên cầu thủ miết nghe khó chịu thật, nên qua vtv mà học hỏi thêm chứ trận nào cũng đọc sai bét nhè tên cầu thủ",2.0,tv360 có ông bình_luận_viên nào cứ đọc sai tên cầu_thủ miết nghe khó_chịu thật nên qua vtv mà học_hỏi thêm chứ trận nào cũng đọc sai bét_nhè tên cầu_thủ
3400,su,0.0,su
3401,"đung la đăng câp táng môt đang anh, đôi vơi ronaldo không con thiêu cai gi nưa, nhưng phai khâm phuc cach chơi bong táng anh, lam cho đông đôi va cac đang em yêu quy anh hơn, ngươi hâm mô thi khoi noi rôi. nhưng trên thê giơi nây nêu ronaldo va anh 9 messi treo giây thi không biêt trên đơi nây co con môt căp, thương đi tao ra như vây nưa không,, theo minh nghi chăt la kho lăm. messi la 6 qua bong vang, con ronaldo nhé ta năm qua bong vang, con đôi giay vang la hai ngươi nây minh không biêt la bao nhiêu luôn, nhiêu lăm. môt ngươi la nhân tai bâm sinh con môt ngươi thi đi lên tư nghi lưc phi thương. noi chung la minh ai mô hêt ca hai. nhưng hơi nê anh7 môt chut vi anh bay đa nô lưc vương lên đi sanh ngang băng vơi anh 9. con nê anh9 ơ chô chung thuy vơi môi tinh đâu, cho du ban thân la siêu sao sô 1thê giơi nhưng anh9 it co si candan vơi bô bich gai gu. nên anh 9 vân la sô 1, con sô 2 la ronaldo nhé minh rôi",1.0,đung la đăng câp táng môt đang anh đôi vơi ronaldo không con thiêu cai gi nưa nhưng phai khâm phuc cach chơi bong táng anh lam cho đông đôi va cac đang em yêu quy anh hơn ngươi hâm mô thi khoi noi rôi nhưng trên thê giơi nây nêu ronaldo va anh 9 messi treo giây thi không biêt trên đơi nây co con môt căp thương đi tao ra như vây nưa không theo minh nghi chăt la kho lăm messi la 6 qua bong vang con ronaldo nhé ta năm qua bong vang con đôi giay vang la hai ngươi nây minh không biêt la bao_nhiêu luôn nhiêu lăm môt ngươi la nhân tai bâm sinh con môt ngươi thi đi lên tư nghi lưc phi thương noi chung la minh ai mô hêt ca hai nhưng hơi nê anh7 môt chut vi anh bay đa nô lưc vương lên đi sanh ngang băng vơi anh 9 con nê anh9 ơ chô chung thuy vơi môi tinh đâu cho du ban thân la siêu_sao sô 1thê giơi nhưng anh9 it co si candan vơi bô bich gai gu nên anh 9 vân la sô 1 con sô 2 la ronaldo nhé minh rôi
3402,đội hình hà lan toàn các cầu thủ đá cho đội indonexia,0.0,đội_hình hà_lan toàn các cầu_thủ đá cho đội indonexia
3403,chúc mừng đan mạch vào vòng sau. serbia xứng đáng loại. kkkkkkkkkkkkkkkkk,1.0,chúc_mừng đan_mạch vào vòng sau serbia xứng_đáng loại kkkkkkkkkkkkkkkkk
3404,"có lý gì ma co lý, maignan không voi toi, dumfries có công an trở gi?",0.0,có_lý gì ma co lý maignan không voi toi dumfries có công_an trở gi
3405,bình luận viên k+ hải thanh,0.0,bình_luận_viên k hải thanh
3406,dù là fan của messi,0.0,dù là fan của messi
3407,ronaldo: 0 lần,0.0,ronaldo 0 lần
3408,alô... vòng 3 đang rất ảo con bà chảo aem cẩn thận củi lửa nhé,0.0,alô vòng 3 đang rất ảo con bà chảo aem cẩn_thận củi_lửa nhé
3409,cố máy xe tăng đức đã trở lại ngày xưa,1.0,cố máy xe_tăng đức đã trở_lại ngày_xưa
3410,nếu trong đội bỉ có thêm mac gai nữa thì thôi rồi.,0.0,nếu trong đội bỉ có thêm mac gai nữa thì thôi rồi
3411,croat đen quá hai trận liên tiếp bị gỡ phút bù giờ. rồi đau hợn trận này phút 98,2.0,croat đen quá hai trận liên_tiếp bị gỡ phút bù giờ rồi đau hợn trận này phút 98
3412,xem đá euro mà cứ nghĩ đang xem phim về bóng đá,0.0,xem đá euro mà cứ nghĩ đang xem phim về bóng_đá
3413,ấn thích vì bình luận viên,1.0,ấn thích vì bình_luận_viên
3414,fan m10 với ronaldo cứ cãi nhau ngày này qua năm nọ không chán nhỉ,0.0,fan m10 với ronaldo cứ cãi nhau ngày này qua năm nọ không chán nhỉ
3415,ronaldo mua độ hậu vệ thổ nhĩ kì,2.0,ronaldo mua_độ hậu_vệ thổ nhĩ kì
3416,áo đấu của tuyển anh với đức năm nào cũng đẹp,1.0,áo đấu của tuyển anh với đức năm nào cũng đẹp
3417,palmer vào giải toả đôi chân cho tuyển anh hơn. vậy mà cửa nam không baoh tin dùng những cầu thủ trẻ ít exp quốc tế.,0.0,palmer vào giải_toả đôi chân cho tuyển anh hơn vậy_mà cửa nam không baoh tin_dùng những cầu_thủ trẻ ít exp quốc_tế
3418,thằng ác nôn,2.0,thằng ác nôn
3419,mo ríc giữ à. quả bóng vàng tào lao xí đú,2.0,mo ríc giữ à quả bóng vàng tào_lao xí đú
3420,bàn 2-1 kinh điển thật,1.0,bàn 21 kinh_điển thật
3421,đá thế này thì khả năng serbia qua vòng bảng cao,0.0,đá thế_này thì khả_năng serbia qua vòng bảng cao
3422,đêm qua lại ối thằng về chầu ông bà ông vải,0.0,đêm qua_lại ối thằng về chầu ông_bà_ông_vải
3423,mục tiêu huấn luyện viên tbn đặt ra là vào vòng tứ kết … đã hoàn thành trận đức và tbn rất đáng xem …. musiala với yamal ai sẽ đưa đội tuyển đi tiếp đây …,1.0,mục_tiêu huấn_luyện_viên tbn đặt ra là vào vòng tứ_kết … đã hoàn_thành trận đức và tbn rất đáng xem … musiala với yamal ai sẽ đưa đội_tuyển đi tiếp đây …
3424,chẳng qua “ngài” giải nghệ rồi thôi,0.0,chẳng_qua ngài giải_nghệ rồi thôi
3425,hay,1.0,hay
3426,không sớm thì bị loại! rời rạc quá,2.0,không sớm thì bị loại rời_rạc quá
3427,đa như này gặp việt nam cũng thua luôn,2.0,đa như này gặp việt_nam cũng thua luôn
3428,chuyền thì vừa có bàn vừa được tiếng thơm tội gì không chuyền,0.0,chuyền thì vừa có bàn vừa được tiếng_thơm tội_gì không chuyền
3429,thấy mọi người khen chú huy nhiều. nhưng công bằng mà nói giọng chú hơi khó nghe và dính chữ nhiều,2.0,thấy mọi người khen chú huy nhiều nhưng công_bằng mà nói giọng chú hơi khó nghe và dính chữ nhiều
3430,scotland bị mất quả pen thật đáng tiếc,0.0,scotland bị mất quả pen thật đáng tiếc
3431,rodri nó non,2.0,rodri nó non
3432,kịch bản năm 2010 chung kết tây ban nhé với hà lan lặp lại rồi,0.0,kịch_bản năm 2010 chung_kết tây ban nhé với hà_lan lặp lại rồi
3433,mbappe như thằng linh ja rùa,2.0,mbappe như thằng linh ja rùa
3434,nhìn hàng công chóng mặt hoa mắt rồi. đá cống hiến chút đi dù sao cũng đâu có cúp lo gì,0.0,nhìn hàng công chóng_mặt hoa mắt rồi đá cống_hiến chút đi dù_sao cũng đâu có cúp lo gì
3435,"khi xem trận đấu ra quân đầu tiên của những đội bóng được đánh giá là ứng cử viên hàng đầu mà thấy họ chơi chệch choạc thì cũng đừng vội đánh giá, vì với bóng đá đương đại bây giờ hành trình của các nhà vô địch thường không hề dễ vàng lúc đầu, nhưng về sau sẽ càng đá càng hay. biết đâu anh với pháp lại gặp nhau trong trận chung kết giống như trận bán kết ở wc 2022 thì sao?: vậy",0.0,khi xem trận đấu ra_quân đầu_tiên của những đội bóng được đánh_giá là ứng_cử_viên hàng_đầu mà thấy họ chơi chệch_choạc thì cũng đừng vội đánh_giá vì với bóng_đá đương_đại bây_giờ hành_trình của các nhà vô_địch thường không hề dễ vàng lúc đầu nhưng về sau sẽ càng đá càng hay_biết đâu anh với pháp lại gặp nhau trong trận chung_kết giống như trận bán_kết ở wc 2022 thì sao vậy
3436,để ninja rùa làm đội trưởng nhọc nhằn là đúng,0.0,để ninja rùa làm đội_trưởng nhọc_nhằn là đúng
3437,toàn sao mà đá chán quá,2.0,toàn sao mà đá chán quá
3438,tam sư là cái gì,0.0,tam sư là cái gì
3439,quá là hay,1.0,quá là hay
3440,một trận đấu rất hay của costa và bồ đào nhé,1.0,một trận đấu rất hay của costa và bồ_đào nhé
3441,chết hụt dễ vô địch lắm,0.0,chết_hụt dễ vô_địch lắm
3442,anh cu ẵm chắc danh hiệu vua phá lưới var rồi....,1.0,anh cu ẵm chắc danh_hiệu vua_phá_lưới var rồi
3443,bình luận viên chán zữ. không hơn gì fpt lay,2.0,bình_luận_viên chán zữ không hơn gì fpt lay
3444,anh nó đá vậy anh em đi bụi hết ha ha,0.0,anh nó đá vậy anh_em đi_bụi hết ha_ha
3445,tbn vô địch năm nay,1.0,tbn vô_địch năm nay
3446,thủ môn bắt đẳng cấp thất. chúc mừng ronaldo và tuyển bồ đào nha.,1.0,thủ_môn bắt đẳng_cấp thất chúc_mừng ronaldo và tuyển bồ_đào_nha
3447,bình luận viên nhẹ nhàng quá,1.0,bình_luận_viên nhẹ_nhàng quá
3448,hậu vệ cánh kèm doku chắc tối về ngủ mơ cmnl,0.0,hậu_vệ cánh kèm doku chắc tối về ngủ mơ cmnl
3449,"2 ban bước 1 đỉnh cao,",1.0,2 ban bước 1 đỉnh_cao
3450,chiến thắng nhờ trọng tài bàn thắng đan mạch bị tước còn bàn đến chưa chạm tay,0.0,chiến thắng nhờ trọng tài bàn thắng đan mạch bị tước còn bàn đến chưa chạm tay
3451,modric perfect dab gohan,0.0,modric perfect dab gohan
3452,cái mõ bl ồn ghê,2.0,cái mõ bl ồn ghê
3453,90% anh em ra đảo,0.0,90 anh_em ra đảo
3454,bình luận chưa cháy,2.0,bình_luận chưa cháy
3455,mấy ông già quá tuổi rồi đá đấm gì nữa,2.0,mấy ông_già quá tuổi rồi đá đấm gì nữa
3456,3 quả bóng vàng,1.0,3 quả bóng vàng
3457,"tao thấy bvl anh quân cũng rất khó hiểu khi anh bl ở cup c1 có thể nói là rất hay, cảm xúc nhưng khi anh bl ở eurro này lại rất khó hiểu, có thể nói là không hay. tình huống c7 kiến tạo cho brru no là bt mà anh cứ nói quá lên",2.0,tao thấy bvl anh_quân cũng rất khó hiểu khi anh bl ở cup c1 có_thể nói là rất hay cảm_xúc nhưng khi anh bl ở eurro này lại rất khó hiểu có_thể nói là không hay tình_huống c7 kiến_tạo cho brru no là bt mà anh cứ nói quá lên
